City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
619,Ca Mau,VN,84.29,9.18,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
620,Sarankhola,BD,83.07,22.31,89.79,ইসা ষ্টোর
624,Santa Fe Do Sul,BR,77.32,-20.21,-50.93,Litani Park Hotel - Hotel Santa Fé do Sul
625,Nichinan,JP,87.8,31.6,131.37,Guest House Aki
626,Aksu,CN,80.38,41.12,80.26,Pudong Holiday Hotel
628,Bumba,CD,71.04,2.18,22.47,Hôtel Cape Town
630,Plettenberg Bay,ZA,61.84,-34.05,23.37,Thanda Vista B&B
631,Tahta,EG,80.6,26.77,31.5,Møhãmęd Tãręk 🏠
632,Catalao,BR,68.2,-18.17,-47.95,Mara Turismo Hotel
633,Dongzhen,CN,89.01,22.38,110.94,茂名中汇时尚酒店
634,Korla,CN,80.92,41.76,86.15,Gulisitan Hotel
635,Xiongzhou,CN,89.71,25.12,114.3,Xinhewan Business Hotel
637,Homa Bay,KE,66.45,-0.53,34.46,Hotel Hippo Buck
638,Lewistown,US,71.01,40.6,-77.57,Quality Inn & Suites
640,Qeshm,IR,84.2,26.96,56.27,Kimia IV Hotel
641,Thunder Bay,CA,64.4,48.4,-89.32,Victoria Inn Hotel and Convention Centre
642,Maku,IR,66.2,39.29,44.45,Maku Tourism Hotel
643,Luwuk,ID,83.71,-0.95,122.79,Hotel Santika Luwuk
644,Santo Antonio Do Ica,BR,74.25,-3.1,-67.94,Hotel Fogaça
645,Naze,JP,84.2,28.37,129.48,奄美ポートタワーホテル
648,Pishva,IR,69.8,35.31,51.73,شهرک خورشید هشتم
649,Shwebo,MM,81.55,22.57,95.7,MOON SHINE Guest House
651,Turceni,RO,66.99,44.68,23.37,Marigab
652,Ajdabiya,LY,73.81,30.76,20.23,فندق التوجان
653,Narrabri,AU,71.6,-30.32,149.78,Crossroads Hotel
654,Imeni Poliny Osipenko,RU,61.61,52.42,136.49,Yubileynaya
656,Ayagoz,KZ,70.83,47.97,80.44,Gostinitsa Nur
658,Santa Ana,US,75.0,33.75,-117.87,Best Western Plus Orange County Airport North
660,Itarema,BR,78.28,-2.92,-39.92,Windvillage
661,Marawi,PH,84.99,8.0,124.29,Salihmaruhom
662,Wuzhou,CN,89.47,23.48,111.32,Wuzhou Hostel
663,San Francisco,US,64.99,37.77,-122.42,The Clift Royal Sonesta Hotel
664,Karratha,AU,82.54,-20.74,116.85,ibis Styles Karratha
665,Carauari,BR,74.61,-4.88,-66.9,Pousada Lobo
668,Cobija,BO,72.81,-11.03,-68.77,Hotel Obelisco
669,Aquiraz,BR,80.6,-3.9,-38.39,Hotel Laguna Blu
671,Ha Tinh,VN,88.07,18.33,105.9,Phú Quý
672,Manoel Urbano,BR,72.63,-8.84,-69.26,Baixada Beira Rio
673,Clearwater,US,84.0,27.97,-82.8,Shephard's Beach Resort
674,El Alto,PE,62.04,-4.27,-81.21,Black Marlin Lodge & Restaurant
675,Pointe Michel,DM,82.26,15.25,-61.38,Castle Comfort Lodge Dive Dominica
676,Port Said,EG,78.8,31.26,32.28,Aracan Hotel
677,Acapulco,MX,84.2,16.86,-99.89,HS Hotsson Smart Acapulco
678,Constantine,DZ,66.2,36.37,6.61,Grand Hotel Cirta
680,Ruidoso,US,62.6,33.33,-105.67,Inn of the Mountain Gods
681,Pula,HR,62.6,44.87,13.85,Park Plaza Histria Pula
683,Kavaratti,IN,82.15,10.57,72.64,Hotels in Lakshadweep Islands
685,Winnemucca,US,82.4,40.97,-117.74,Winners Inn Casino
687,Nicoya,CR,75.06,10.15,-85.45,Guayacan Real
688,Saint-Pierre,RE,62.6,-21.34,55.48,Lindsey Hôtel
689,Mangrol,IN,79.84,21.12,70.12,Hotel The Royal Honours
690,Kinel-Cherkassy,RU,63.54,53.47,51.47,"Gostinitsa ""Svetlana"""
691,Hervey Bay,AU,77.0,-25.3,152.85,Shelly Bay Resort
692,Chongqing,CN,78.01,29.56,106.55,Somerset Jiefangbei Chongqing Hotel
